round,average_score,average_distance,num_closer_than_average,winner,score,distance,lat,lng,description,silver,silver_score,silver_distance,silver_lat,silver_lng,silver_description,bronze,bronze_score,bronze_distance,bronze_lat,bronze_lng,bronze_description,loser,loser_score,loser_distance,loser_lat,loser_lng,loser_description
Qagan Us,6010.3284158415845,5989441.7539847065,455,China,12989.3,42841.080029442644,36.38069392352958,97.53405577402513,"36.380694, 97.534056",Yutong,11888.77,423225.4133018072,35.11606,102.42939,,them,10882.34,426899.52459900593,35.187804,102.504947,,Hugo,586.08,17668949.388094623,-18.01324,-70.250086,
Karmar,6014.587172717272,5972393.58848551,453,China,12993.57,25755.704662571676,37.4219160905884,98.55432618517514,"37.421916, 98.554326",Yutong,11892.65,407680.0910918671,35.11606,102.42939,,them,10887.02,408160.5071274672,35.187804,102.504947,,Hugo,599.69,17614469.36008372,-18.01324,-70.250086,
Yanglong,6027.439097909791,5920946.323185116,478,China,12990.08,39699.64136028104,38.46313825764722,98.55432618517514,"38.463138, 98.554326",Lyndx,11889.13,421777.5286839128,40.408223,93.969659,,Mongolia,10882.11,427833.708635281,42.570083618000126,99.49627685500008,Bayanhongor southmost point,Hugo,639.08,17456790.216420285,-18.01324,-70.250086,
Jiuquan,6034.2895489548955,5893524.776392981,482,China,12993.32,26743.595027528667,39.50436042470605,98.55432618517514,"39.50436, 98.554326",Mongolia,11913.34,324838.47831317515,42.570083618000126,99.49627685500008,Bayanhongor southmost point,Lyndx,10890.59,393899.4104528479,40.408223,93.969659,,Hugo,661.21,17368214.987791244,-18.01324,-70.250086,
Mazongshan (Nei Mongol),6043.503905390539,5856639.032506814,483,China,12988.26,46991.80027673766,40.54558259176488,98.55432618517514,"40.545583, 98.554326",Mongolia,11945.75,195107.7397428033,42.570083618000126,99.49627685500008,Bayanhongor southmost point,Lyndx,10891.55,390027.03811880306,40.408223,93.969659,,Uruguay,667.3,17343804.280630384,-32.724189757999966,-53.094245909999984,Eastmost point 3
Bulgan (Bayanhongor),6070.188866886689,5749819.415911788,497,Mongolia,12992.36,30570.04080028395,44.50841267955562,98.64752012651627,"44.508413, 98.64752",China,11934.59,239782.07324161666,42.62802692588252,98.55432618517514,"42.628027, 98.554326",Pete,10902.42,346535.65662852064,47.4905,100.879,,Uruguay,692.65,17242360.930775862,-32.724189757999966,-53.094245909999984,Eastmost point 3
Bayanbulag (Bayanhongor),6085.32200220022,5689241.233055553,516,Mongolia,12988.43,46303.720879052824,46.59749221900006,97.56768798700017,Bayanhongor westmost point,Pete,11938.52,224058.19554362848,47.4905,100.879,,Vladimir Putin,10905.85,332803.5662816426,49.75671386800013,97.30352783100011,Tuva southmost point,Uruguay,723.43,17119144.143524937,-32.09614759899995,-53.72521589999997,Cerro Largo northeastmost point
Höviyn Am,6085.81,5687287.9761335915,516,Mongolia,12993.54,25875.360742008932,47.24646759000017,98.22939300600018,Dzavhan southeastmost point,Pete,11950.48,176170.41027288482,47.51811,100.87236,,Vladimir Putin,10915.06,295942.8617294852,49.75671386800013,97.30352783100011,Tuva southmost point,Uruguay,720.12,17132389.71413623,-32.09614759899995,-53.72521589999997,Cerro Largo northeastmost point
Tosontsengel,6095.732695269527,5647591.561296782,532,Mongolia,12982.94,68282.2938891252,48.75899505600012,99.21537780700004,Dzavhan eastmost point,Vladimir Putin,11961.52,132010.5782107027,49.75671386800013,97.30352783100011,Tuva southmost point,Pete,10929.95,236328.68585307035,47.51811,100.87236,,Uruguay,744.07,17036516.280860737,-32.09614759899995,-53.72521589999997,Cerro Largo northeastmost point
Sharga (Hövsgöl),6099.135225522552,5633947.3115137825,534,Vladimir Putin,12985.15,59462.90641348093,50.103947001000165,98.11618000100003,Tuva southeastmost point,Mongolia,11977.88,66485.3854679692,50.38986206066668,98.64752012651627,"50.389862, 98.64752",Pete,10915.08,295860.28410007135,47.51811,100.87236,,Uruguay,750.53,17010651.33921595,-31.456563299999853,-54.58676529999997,Rivera northeastmost point
Altraga,6100.414928492849,5628824.728297795,534,Mongolia,12991.79,32877.1140912493,50.38986206066668,98.64752012651627,"50.389862, 98.64752",Vladimir Putin,11979.11,61562.264281942436,50.103947001000165,98.11618000100003,Tuva southeastmost point,Pete,10907.32,326904.6383363859,47.51811,100.87236,,Uruguay,753.72,16997880.69840842,-31.456563299999853,-54.58676529999997,Rivera northeastmost point
Alzamay,6127.894301430143,5518800.065393942,548,Vladimir Putin,12989.85,40638.385856951056,55.26603612580771,98.27298050139288,"55.266036, 98.272981",Pelmeshka,11903.58,363943.1314478352,56.01343,92.898954,,Dreamysyu,10897.64,365643.7246633729,56.006304,92.87023,,Uruguay,853.69,16597698.523942461,-30.08539599999989,-57.066909,Northmost point
Kvitok,6130.95801980198,5506511.393223046,549,Vladimir Putin,12992.69,29275.38185309188,56.3087894934231,98.27298050139288,"56.308789, 98.272981",Pelmeshka,11907.89,346688.9882767473,56.01343,92.898954,,Dreamysyu,10901.92,348519.2178943701,56.006304,92.87023,,Uruguay,866.0,16548428.593691008,-30.08539599999989,-57.066909,Northmost point
Tuapejat,5547.657238723872,7841467.728626538,419,Indonesia,12992.89,28474.939305265285,-2.284142,99.601189,Sumatera Barat southwestmost point,puupaa,11957.49,148120.59356183285,-0.943028,100.362083,,Tat & Ptar,10857.14,527771.9735872602,2.660556,98.852778,,Panama,221.25,19129384.678324144,9.616515634000052,-82.84686070599992,Bocas del Toro northmost point
Muara Siberut,5555.947678767877,7808280.967208936,419,Indonesia,12979.66,81432.6789689615,-1.198873757999877,98.59667968700012,Sumatera Barat westmost point,puupaa,11957.71,147232.04911350828,-0.943028,100.362083,,Tat & Ptar,10870.28,475186.59016169584,2.660556,98.852778,,Panama,229.86,19094879.97042797,9.616515634000052,-82.84686070599992,Bocas del Toro northmost point
Air Bangis,5584.888591859186,7692430.766016295,414,Indonesia,12994.43,22276.907963640708,0.289593,99.19976800000016,Sumatera Barat northwestmost point,puupaa,11967.37,108594.31023354239,-0.286528,100.225611,,Tat & Ptar,10919.14,279607.59671872144,2.660556,98.852778,,Panama,279.58,18895867.677149467,9.616515634000052,-82.84686070599992,Bocas del Toro northmost point
Padangsidempuan,5603.708151815182,7617096.585590147,412,Indonesia,12980.65,77470.03126041009,1.831352255000127,98.74092490600012,Sumatera Utara centre of extremes,Tat & Ptar,11957.06,149850.283608427,2.660556,98.852778,,puupaa,10935.66,213481.89657635643,-0.286528,100.225611,,Panama,311.0,18770085.86122719,9.616515634000052,-82.84686070599992,Bocas del Toro northmost point
Pematangsiantar,5628.142453245325,7519285.536431454,407,Tat & Ptar,12989.76,40988.21563355174,2.660556,98.852778,,Indonesia,11982.77,46922.5089926469,2.538522478251462,99.0978651076247,Sumatera Utara pole of inaccessibility,Kodiak,10957.23,127110.22902829024,3.552454,98.089797,,Ecuador,333.48,18680104.20037675,1.679036,-92.008545,Westmost point
Tebingtinggi,5633.313872387239,7498584.366648718,406,Indonesia,12983.93,64347.012087926196,3.407479125000144,98.58823636666676,"3.407479, 98.588236",Tat & Ptar,11974.05,81848.38054524153,2.660556,98.852778,,Kodiak,10958.6,121640.41095802154,3.552454,98.089797,,Ecuador,339.92,18654312.566720843,1.679036,-92.008545,Westmost point
Kuah,5672.760440044004,7340679.603294359,403,mlc,12996.63,13484.041328983181,6.2908,99.7266,,Paultre,11991.09,13614.835372566735,6.303182,99.722264,,Sheldon,10985.28,14823.135022032675,6.457564,99.818747,,Ecuador,396.83,18426518.998072322,1.681112,-92.007484,Northwestmost point
Trang,5690.2029372937295,7270857.194524325,405,Thailand,12999.37,2508.68845588778,7.534686561501347,99.60498504118357,Trang centroid,grizbard,11991.8,10797.901210504224,7.462951,99.638292,,stupiddrew9,10965.46,94174.53101973132,7.676198,98.765541,,Peru,409.57,18375532.814961724,-18.116435442999943,-69.81620397099994,Tacna southeastmost point
Nakhon Si Thammarat,5700.437601760176,7229888.187668684,403,Thailand,12995.89,16432.753703930357,8.579320908500137,99.98987213000007,Nakhon Si Thammarat centre of extremes,QuantumQuack,11968.11,105608.16590338989,9.339567,99.679008,,grizbard,10960.56,113799.90157275448,7.462951,99.638292,,Peru,385.25,18472884.272373293,-18.116435442999943,-69.81620397099994,Tacna southeastmost point
Surat Thani,5712.541892189219,7181433.8601313215,406,Thailand,12997.27,10934.356839012315,9.213354790000125,99.26664699950018,Surat Thani centre of extremes,QuantumQuack,11983.51,43966.83048837943,9.339567,99.679008,,Geospot,10971.96,68146.00081245997,9.65744,99.66615,,Peru,384.37,18476376.92202942,-18.116435442999943,-69.81620397099994,Tacna southeastmost point
Chumphon,5730.928855885589,7107831.363626177,400,Thailand,12995.79,16867.53882414888,10.351941528508036,99.13047852440354,Chumphon boundary circular mean,Myanmar,11979.13,61503.456576148164,10.215833,98.694725,Southeastmost point,Geospot,10962.17,107348.54682856993,9.657516,99.666241,,Peru,365.23,18552999.155356485,-2.506207227999938,-70.30043029799998,Northeastmost point
Prachuap Khiri Khan,5746.502629262926,7045489.024467065,395,Thailand,12998.33,6669.3097124380065,11.803830937949508,99.72538188196128,Prachuap Khiri Khan nearest point to boundary circular mean,Myanmar,11991.25,12988.817008489033,11.822800776000122,99.66477190699999,Tanintharyi eastmost point,Palin,10967.35,86623.83359527931,12.5818,99.95541,,Peru,376.09,18509533.15863036,-2.506207227999938,-70.30043029799998,Northeastmost point
Hua Hin,5756.049691969197,7007272.122653735,393,Palin,12999.68,1292.030223037714,12.5818,99.95541,,Thailand,11992.77,6894.08335643698,12.632571221000148,99.95555877600003,Phetchaburi southeastmost point,Ben Keller,10981.43,30249.830256308174,12.79873,99.80677,,Peru,387.17,18465176.31117905,-2.506207227999938,-70.30043029799998,Northeastmost point
Ratchaburi,5769.201881188119,6954623.4916671,394,Thailand,12997.31,10770.260414709805,13.483110429000135,99.9000930790001,Samut Songkhram northwestmost point,Capulet,11990.63,15446.021659202292,13.521024,99.95908,,Mimi,10985.11,15516.043000167394,13.519028,99.959484,,Peru,409.29,18376650.675484538,-2.506207227999938,-70.30043029799998,Northeastmost point
Kanchanaburi,5775.7678217821785,6928340.656959997,396,Thailand,12994.35,22625.163822142375,14.105930130000106,99.7299270530001,Suphan Buri southwestmost point,Mɪɴ̌ᴀ,11983.54,43845.49964581349,13.817158,99.90598,,Palin,10973.04,63825.18469338394,14.410028,99.129673,,Peru,423.78,18318646.419701144,-2.506207227999938,-70.30043029799998,Northeastmost point
Lat Yao,5795.025709570957,6851251.643104652,393,Thailand,12995.51,17970.045607516484,15.672450065000074,99.9359664930002,Uthai Thani northeastmost point,Myanmar,11966.58,111744.20349741948,16.327238083,98.93257904000012,Kayin eastmost point,iode,10958.38,122512.74889687893,16.8461,99.9155,,Peru,457.65,18183071.957902405,-0.038959409999904,-75.18869018599992,Northmost point
Kamphaeng Phet,5804.60899889989,6812889.092938453,394,Thailand,12997.39,10433.795377006063,16.393782675041635,99.4926687281116,Kamphaeng Phet boundary circular mean,iode,11979.95,58201.7707792659,16.8461,99.9155,,Myanmar,10972.7,65178.96194681949,16.327238083,98.93257904000012,Kayin eastmost point,Peru,479.2,18096775.394571844,-0.038959409999904,-75.18869018599992,Northmost point
Ban Na (Sukhothai),5809.996589658966,6791321.527944112,393,Thailand,12997.09,11654.911703124293,17.109839349822373,99.68159926698023,Sukhothai pole of inaccessibility,iode,11987.7,27192.355478090965,16.8461,99.9155,,Myanmar,10960.34,114681.10746431579,16.327238083,98.93257904000012,Kayin eastmost point,Peru,491.65,18046950.27903934,-0.038959409999904,-75.18869018599992,Northmost point
Lampang,5826.213916391639,6726404.494380022,392,Thailand,12999.41,2376.1073194493265,18.310726166500103,99.50420379700009,Lampang centre of extremes,riblet,11975.73,75113.4266741508,18.781338,99.001245,,BD82,10969.95,76204.79252353181,18.787976,98.993577,,Peru,527.4,17903841.417565845,-0.038959409999904,-75.18869018599992,Northmost point
Chiang Rai,5843.89800880088,6655638.646167052,392,Thailand,12998.48,6094.260022750193,19.879576743885096,99.88195528665659,Chiang Rai boundary circular mean,maclang23,11992.07,9719.061152336397,19.991982,99.86032,,QuantumQuack,10986.55,9739.677977591262,19.992067,99.860689,,Hugo,559.1,17776945.97120218,-38.698021,-71.815272,
Tachilek,5849.957304730473,6631383.485586927,391,maplemanatee,12999.77,923.8278766547178,20.45514,99.884314,,Thailand,11992.36,8550.10429376301,20.463211059,99.96116638100011,Northmost point,Laos,10982.99,24001.504726225783,20.35089111300016,100.08676910400004,Westmost point,Hugo,544.56,17835136.107075423,-38.698021,-71.815272,
Kēng Tung,5863.0084268426845,6579140.027234402,388,Myanmar,12987.28,50911.97317978664,21.422577172277855,99.48847825706267,"21.422577, 99.488478",China,11976.6,71637.3939128274,21.80358358470602,100.59486700747514,"21.803584, 100.594867",Laos,10966.48,90085.78926669409,21.312124253000153,100.72710418700007,Northwestmost point,Hugo,513.3,17960306.668548793,-38.698021,-71.815272,
Menglang,5873.180297029703,6538422.402589224,385,China,12988.35,46622.72026658877,22.844805751764845,99.57459659632514,"22.844806, 99.574597",Myanmar,11977.02,69954.34785790289,23.07830047500011,99.520072937,Shan northeastmost point,Talking Nonsense,10962.61,105602.09438269278,22.030457,100.760808,,Hugo,489.34,18056203.00624871,-38.698021,-71.815272,
Shangyun,5878.791606160616,6515958.971473532,387,Myanmar,12992.09,31677.87796645649,23.07830047500011,99.520072937,Shan northeastmost point,China,11985.82,34721.83033428668,22.844805751764845,99.57459659632514,"22.844806, 99.574597",pandem,10958.67,121349.6051915805,22.770978,100.97325,,Hugo,477.53,18103467.041304942,-38.698021,-71.815272,
Dedang,5891.454202420242,6465271.15546134,389,China,12990.81,36799.913057967955,23.88602791882367,99.57459659632514,"23.886028, 99.574597",Myanmar,11984.57,39743.28620545645,24.155031205000114,98.88095092800017,Shan northmost point,Cutesy Hawk Tuah Skibidi Bear :3,10954.89,136494.248682176,23.981064,97.896403,,Hugo,459.22,18176749.767422546,-38.698021,-71.815272,
Bonan,5905.108943894389,6410611.364294331,389,China,12985.92,56358.53237125641,25.96847225294132,99.57459659632514,"25.968472, 99.574597",Eamonn,11977.56,67781.6222505915,25.708741,100.14693,,BD82,10972.0,68001.87123996954,25.69691,100.15488,,Hugo,419.79,18334601.89750394,-38.698021,-71.815272,
Zibihu,5909.893267326733,6391460.137537403,389,Talking Nonsense,12993.69,25273.44403732652,25.970512,100.148589,,China,11984.22,41105.300534817725,25.96847225294132,99.57459659632514,"25.968472, 99.574597",LunacyEcho,10978.17,43313.24949258732,25.809586,100.222557,,Hugo,398.87,18418366.049536593,-38.698021,-71.815272,
Shangri-La,5927.91795379538,6319354.692214324,405,sunflower,12999.71,1163.4859076906257,27.814838,99.705537,,BD82,11993.48,4073.9582638701213,27.8617,99.70567,,berlinosaurus,10986.88,8452.475646085952,27.882024,99.650798,,Hugo,374.18,18517178.533185434,-18.01324,-70.250086,
Baiyu (Yunnan),5935.263256325633,6289951.480945671,410,China,12986.72,53140.27652515059,28.216306686000166,99.3151397710002,Sichuan southwestmost point,berlinosaurus,11975.19,77264.64097463495,27.882024,99.650798,,BD82,10969.11,79564.92647990858,27.8617,99.70567,,Hugo,389.72,18454976.820428345,-18.01324,-70.250086,
Ganzi,5962.097711771177,6182533.657738473,417,China,12983.96,64195.75947066131,31.174583088235448,99.57459659632514,"31.174583, 99.574597",𝓥𝓸𝓲𝓭,11919.76,299140.28001574066,29.586953,102.031396,,UltraTech66,10905.59,333848.65762335097,30.075761,102.988379,,Hugo,450.56,18211431.106381018,-18.01324,-70.250086,
Shang Boingor,5974.987623762377,6130934.746962989,432,China,12990.08,39707.976393246005,33.2570274223531,99.57459659632514,"33.257027, 99.574597",Yutong,11904.59,359884.6731061089,35.11606,102.42939,,them,10896.47,370326.87816933007,35.187663,102.504933,,Hugo,485.14,18073026.449531194,-18.01324,-70.250086,
Jianshe (Qinghai),5982.430396039604,6101140.966390595,434,China,12987.49,50092.76061180707,33.2570274223531,99.57459659632514,"33.257027, 99.574597",Yutong,11914.47,320339.16525561747,35.11606,102.42939,,them,10906.49,330222.19287370826,35.187663,102.504933,,Hugo,505.62,17991033.65532883,-18.01324,-70.250086,
Changmahe,5990.024279427943,6070718.518945933,443,China,12989.58,41694.713932008315,34.298249589411924,99.57459659632514,"34.29825, 99.574597",Yutong,11918.38,304687.2266701322,35.11606,102.42939,,them,10910.76,313160.87626385456,35.187663,102.504933,,Hugo,527.09,17905071.77591222,-18.01324,-70.250086,
Heka,5998.237084708471,6037843.428339145,441,China,12983.53,65921.1970132634,36.38069392352958,99.57459659632514,"36.380694, 99.574597",Yutong,11935.25,237145.61266250446,35.11606,102.42939,,them,10928.85,240726.2500882248,35.187804,102.504947,,Hugo,551.5,17807386.406972278,-18.01324,-70.250086,
Chaka (China),6009.109042904291,5994323.344911367,449,China,12984.02,63980.87750758512,36.38069392352958,99.57459659632514,"36.380694, 99.574597",Yutong,11905.84,354884.4386538083,35.11606,102.42939,,them,10899.93,356511.9868699145,35.187804,102.504947,,Hugo,583.3,17680072.130397517,-18.01324,-70.250086,
Jirmeng,6009.907491749175,5991126.347072471,448,China,12992.49,30053.45678844372,37.4219160905884,99.57459659632514,"37.421916, 99.574597",them,11909.01,342195.7658053246,35.187804,102.504947,,Yutong,10903.47,342312.56743555615,35.11606,102.42939,,Hugo,586.8,17666080.846127965,-18.01324,-70.250086,
Yeniugou,6019.991210121012,5950761.269128443,459,China,12998.43,6293.037733756817,38.46313825764722,99.57459659632514,"38.463138, 99.574597",Yutong,11889.57,420009.7607107475,36.531996,103.63674,,them,10877.17,447584.6107046092,35.193606,102.513767,,Hugo,618.84,17537796.81414123,-18.01324,-70.250086,
Gaotai Chengguanzhen,6025.785610561056,5927565.891571141,475,China,12983.47,66157.6454620721,39.87610626300017,99.45318603500004,Nei Mongol southwestmost point,Mongolia,11904.67,359567.6748620247,42.570083618000126,99.49627685500008,Bayanhongor southmost point,Yutong,10874.26,459271.3903435835,36.531996,103.63674,,Uruguay,633.27,17480035.47440461,-32.724189757999966,-53.094245909999984,Eastmost point 3
Dongba (Gansu),6035.4695599559955,5888801.5989200575,480,China,12987.36,50588.819778566925,39.87610626300017,99.45318603500004,Nei Mongol southwestmost point,Mongolia,11927.11,269720.03079031484,42.570083618000126,99.49627685500008,Bayanhongor southmost point,Lyndx,10882.16,427641.20967358164,40.408223,93.969659,,Uruguay,653.69,17398295.706322785,-32.724189757999966,-53.094245909999984,Eastmost point 3
Dzalaa,6065.88201320132,5767059.615160373,491,Mongolia,12987.72,49165.10418897838,44.50841267955562,98.64752012651627,"44.508413, 98.64752",China,11939.66,219490.13106261133,42.62802692588252,98.55432618517514,"42.628027, 98.554326",Pete,10901.16,351585.9455689618,47.4905,100.879,,Uruguay,678.85,17297576.935539912,-32.724189757999966,-53.094245909999984,Eastmost point 3
Bayansayr,6071.8468646864685,5743182.657317836,500,Mongolia,12994.9,20407.84828556045,45.375376507096064,99.48484916358063,Bayanhongor boundary circular mean,Pete,11934.05,241943.37198090166,47.4905,100.879,,China,10905.81,332971.408382104,42.62802692588252,98.55432618517514,"42.628027, 98.554326",Uruguay,685.75,17269954.97105697,-32.724189757999966,-53.094245909999984,Eastmost point 3
Dzadgay,6075.28496149615,5729444.870145497,499,Mongolia,12993.04,27847.81198016763,46.01673979287385,99.82731951227419,Bayanhongor pole of inaccessibility,Pete,11951.42,172432.28730654487,47.4905,100.879,,China,10887.53,406136.59067264834,42.62802692588252,100.59486700747514,"42.628027, 100.594867",Uruguay,690.27,17251875.544868533,-32.09614759899995,-53.72521589999997,Cerro Largo northeastmost point
Hunt,6085.721243124312,5687666.66931023,514,Mongolia,12989.1,43617.12058498933,48.23527527000016,99.26598358100011,Hövsgöl southmost point,Pete,11966.48,112120.82199733776,47.51811,100.87236,,Vladimir Putin,10923.25,263145.65288728796,49.75671386800013,97.30352783100011,Tuva southmost point,Uruguay,713.15,17160298.137101386,-32.09614759899995,-53.72521589999997,Cerro Largo northeastmost point
Erdenet (Hövsgöl),6091.475544554455,5664633.572775292,518,Mongolia,12992.11,31588.06844185738,48.75899505600012,99.21537780700004,Dzavhan eastmost point,Vladimir Putin,11953.44,164342.5791662665,50.103947001000165,98.11618000100003,Tuva southeastmost point,Pete,10942.19,187328.34360856854,47.51811,100.87236,,Uruguay,726.66,17106187.14936648,-32.09614759899995,-53.72521589999997,Cerro Largo northeastmost point
Tögöl,6101.921716171617,5622792.6751508815,534,Mongolia,12994.59,21637.109114786563,50.6165186926043,99.52156594777364,Hövsgöl boundary circular mean,Vladimir Putin,11968.99,102085.89579791129,50.103947001000165,98.11618000100003,Tuva southeastmost point,Venus,10906.85,328806.35800505127,51.636778,103.697528,,Uruguay,757.77,16981665.89984604,-31.456563299999853,-54.58676529999997,Rivera northeastmost point
Dzöölön,6102.28698569857,5621330.971988199,534,Mongolia,12987.25,51042.41618863557,51.56615193688889,99.68541188361306,"51.566152, 99.685412",Vladimir Putin,11975.66,75401.17158475798,51.75830078100007,99.97607422000004,Buryat southwestmost point,Venus,10917.66,285511.00685679965,51.636778,103.697528,,Uruguay,758.64,16978189.903587658,-30.832907098999954,-55.57857330099989,Rivera northmost point
Orlik,6108.884202420242,5594921.827899689,535,Vladimir Putin,12985.96,56211.45759803592,52.13777602296155,99.27576601671322,"52.137776, 99.275766",Mongolia,11976.14,73451.8506093753,52.154296875,98.92047119200004,Northmost point,Venus,10918.53,282020.9863409228,51.636778,103.697528,,Uruguay,781.53,16886554.766401358,-30.832907098999954,-55.57857330099989,Rivera northmost point
Nizhneudinsk,6123.4564466446645,5536565.53839594,545,Vladimir Putin,12989.32,42760.20624823163,55.26603612580771,99.27576601671322,"55.266036, 99.275766",Mongolia,11918.0,306206.19034585083,52.154296875,98.92047119200004,Northmost point,The Siberian,10899.72,357317.06490830507,53.3795,103.862135,,Uruguay,836.69,16665765.579514932,-30.08539599999989,-57.066909,Northmost point
Atagay,6122.880121012101,5538871.249645941,545,Vladimir Putin,12995.14,19436.074255138814,55.26603612580771,99.27576601671322,"55.266036, 99.275766",Mongolia,11912.22,329355.0268804383,52.154296875,98.92047119200004,Northmost point,The Siberian,10902.01,348150.8429471156,53.3795,103.862135,,Uruguay,836.7,16665702.91035923,-30.08539599999989,-57.066909,Northmost point
Chunskiy,6126.29898789879,5525161.341605504,547,Vladimir Putin,12991.8,32821.32729000924,56.3087894934231,99.27576601671322,"56.308789, 99.275766",The Siberian,11893.18,405546.7496302328,53.3795,103.862135,,Pelmeshka,10884.51,418236.536428933,56.01343,92.898954,,Uruguay,854.22,16595593.289461045,-30.08539599999989,-57.066909,Northmost point
Kodinsk,6139.3867766776675,5472747.406216899,563,Vladimir Putin,12993.93,24303.079939509204,58.39429622865387,99.27576601671322,"58.394296, 99.275766",Pelmeshka,11876.04,474173.6155615143,56.01343,92.898954,,Dreamysyu,10870.06,476050.6945680673,56.006304,92.87023,,Uruguay,911.47,16366426.431060828,-30.08539599999989,-57.066909,Northmost point
Alahanpanjang,5559.911463146314,7792414.759722793,411,Indonesia,12992.08,31688.41830188445,-1.148598665076179,101.06888084969489,Sumatera Barat pole of inaccessibility,puupaa,11981.96,50159.906973830926,-0.943028,100.362083,,Malaysia,10892.31,387014.6096024044,2.046950000000152,102.332588,Melaka southmost point 1,Panama,257.69,18983478.92601597,9.616515634000052,-82.84686070599992,Bocas del Toro northmost point
Padang (Indonesia),5563.37200220022,7778561.837902229,412,puupaa,12999.72,1109.8081983426598,-0.943028,100.362083,,Indonesia,11990.36,16552.90812635109,-0.851624319418109,100.46667443376121,Sumatera Barat centroid,Malaysia,10889.26,399213.7186142195,2.046950000000152,102.332588,Melaka southmost point 1,Panama,256.48,18988340.695130926,9.616515634000052,-82.84686070599992,Bocas del Toro northmost point
Dalududalu,5596.491617161716,7645983.467078783,406,Indonesia,12990.3,38826.996575749756,1.352698087000135,100.0248489380001,Riau westmost point,puupaa,11956.49,152123.7629335445,-0.286528,100.225611,,Malaysia,10932.16,227487.01802682964,2.838624,101.29311400000017,Southwestmost point,Panama,309.21,18777257.75311336,9.616515634000052,-82.84686070599992,Bocas del Toro northmost point
Bagan Hilir,5611.878822882289,7584388.957843383,401,Indonesia,12983.07,67781.78492898017,2.547542572000054,100.32350158700012,Riau northwestmost point,Malaysia,11971.83,90714.67053732857,2.838624,101.29311400000017,Southwestmost point,them,10962.61,105600.06805352654,3.021497,101.252144,,Panama,342.95,18642192.887792166,9.616515634000052,-82.84686070599992,Bocas del Toro northmost point
Hutan Melintang,5635.803487348735,7488617.826285638,398,Malaysia,12999.7,1217.4943732216993,3.86566199900011,100.933296,Selangor northmost point,BD82,11981.18,53284.65201873251,4.30156,101.15482,,Geospot,10972.14,67428.57135241828,4.42034,101.20196,,Panama,389.12,18457374.239121884,9.616515634000052,-82.84686070599992,Bocas del Toro northmost point
Sitiawan,5641.234048404841,7466879.903469537,400,Malaysia,12990.41,38406.92382865994,4.562199776664599,100.70077518467286,Perak boundary circular mean,BD82,11981.67,51350.68560512569,4.30156,101.15482,,Mɪɴ̌ᴀ,10974.14,59450.60551620825,4.55097,101.118178,,Ecuador,388.91,18458216.751940217,1.679036,-92.008545,Westmost point
Kota Kuala Muda,5661.026446644664,7387650.708379267,401,Malaysia,12999.12,3528.067729489352,5.585758,100.33906600000017,Pulau Pinang northmost point,What_,11990.58,15659.616179178533,5.463553,100.305036,,LunacyEcho,10984.27,18892.682071697778,5.421278,100.339106,,Ecuador,398.36,18420374.15554311,1.681112,-92.007484,Northwestmost point
Alor Setar,5667.991639163916,7359769.376961866,401,Malaysia,12994.12,23522.689413010157,6.254444122000052,100.19499969600014,Perlis southmost point 2,Thailand,11984.27,40942.72115228787,6.40509,100.124443,Satun southmost point,Sheldon,10971.36,70574.74171421904,6.457564,99.818747,,Ecuador,405.74,18390864.344830077,1.681112,-92.007484,Northwestmost point
Hat Yai,5679.072255225523,7315413.071008102,401,Thailand,12997.37,10527.991014997839,7.027472472839662,100.57011137553161,Songkhla boundary circular mean,Malaysia,11984.07,41710.472450772046,6.665283203000057,100.32391357400019,Perlis northeastmost point,Sheldon,10965.25,95024.40194069262,6.457564,99.818747,,Peru,405.22,18392913.236613788,-18.116435442999943,-69.81620397099994,Tacna southeastmost point
Pak Phanang,5698.274334433443,7238547.137764258,401,Thailand,12991.39,34468.92721989051,8.579320908500137,99.98987213000007,Nakhon Si Thammarat centre of extremes,grizbard,11965.35,116647.77646211298,7.462951,99.638292,,QuantumQuack,10958.0,124025.06619458519,9.339567,99.679008,,Peru,382.37,18484395.864091936,-18.116435442999943,-69.81620397099994,Tacna southeastmost point
Pattaya,5757.108888888889,7003031.826941526,382,Cutesy Hawk Tuah Skibidi Bear :3,12999.74,1029.0644484007848,12.9425,100.884611,,shaydeyyyy,11993.93,2255.06364691306,12.95304,100.88823,,Thailand,10984.87,16461.156010974595,12.9946243103076,101.02160791465644,Chon Buri boundary circular mean,Peru,377.62,18503394.942331754,-2.506207227999938,-70.30043029799998,Northeastmost point
Bangkok,5769.691397139714,6952664.347111783,386,bolthy,12999.87,501.48587279099945,13.754011,100.506083,,Ben Keller,11994.3,772.3995704763763,13.75919,100.49671,,Tabi,10988.76,921.0052192121784,13.751259,100.493386,,Peru,401.7,18407024.505587254,-2.506207227999938,-70.30043029799998,Northeastmost point
Khlong Luang,5772.629702970297,6940901.967696085,384,Thailand,12999.43,2300.156261160949,14.059490616253782,100.66642557721025,Pathum Thani boundary circular mean,maclang23,11990.45,16167.246154882825,13.921131,100.621911,,BD82,10984.7,17143.009601649635,13.91663,100.60142,,Peru,406.08,18389505.23716728,-0.038959409999904,-75.18869018599992,Northmost point
